SPEC,roundlon,roundlat
Leptown,-101.53359,43.17233
Leptown,-100.7574,42.93816
Leptown,-98.02674,42.07001
Leptown,-101.07482,45.42709
Leptown,-104.25,52.06667
Leptown,-110.08193,47.37787
Leptown,-99.8792,39.025
Leptown,-104.87,47.29
Leptown,-102.35,40.8667
Leptown,-98.99754,48.94475
Leptown,-113.02112,46.6674
Leptown,-104.5445,43.61564
Leptown,-105.37858,43.40577
Leptown,-107.6976,47.1008
Leptown,-108.16,43.86
Leptown,-108.50838,41.95966
Leptown,-106.53596,43.07989
Leptown,-104.67622,42.77917
Leptown,-115.1975,40.67064
Leptown,-108.58365,40.2528
Leptown,-103.8156,43.02138
Leptown,-99.74876,42.99831
Leptown,-103.15654,45.29928
Leptown,-100.1455,45.0886
Leptown,-92.61277,41.46275
Leptown,-103.9409,45.9922
Leptown,-104.03653,45.46342
Leptown,-108.34669,45.01364
Leptown,-107.63096,44.24577
Leptown,-116.41099,44.4713
Leptown,-93.21596,41.59918
Leptown,-94.14144,40.25221
Leptown,-94.69593,41.49495
Leptown,-107.24892,40.95288
Leptown,-99.6,49.71667
Leptown,-98.63333,51.76667
Leptown,-98.31667,50.18333
Leptown,-106.22336,38.84222
Leptown,-118.2,44.43333
Leptown,-93.7574,43.2399
Leptown,-102.26889,39.3061
Leptown,-102.5802,42.1231
Leptown,-95.934,45.94131
Leptown,-103.21768,40.01565
Leptown,-104.0439,39.61498
Leptown,-101.5083,43.7062
Leptown,-104.16528,39.12166
Leptown,-103.6768,42.42
Leptown,-103.79944,40.25027
Leptown,-118.9042,46.0856
Leptown,-110.0152,46.1043
Leptown,-119.6,47.59
Leptown,-100.57444,41.86048
Leptown,-98.0017,49.5
Leptown,-100.09149,46.56529
Leptown,-102.02654,42.7529
Leptown,-93.49096,42.3128
Leptown,-96.8209,48.3328
Leptown,-112.1236,42.4286
Leptown,-114.0552,46.2047
Leptown,-102.97423,41.19082
Leptown,-104.99311,44.80585
Leptown,-109.6024,44.17881
Leptown,-107.19625,43.07058
Leptown,-108.73267,40.85113
Leptown,-107.85222,42.36797
Leptown,-97.19332,42.14861
Leptown,-102.806,46.91753
Leptown,-101.7953,47.003
Leptown,-109.35,40.38333
Leptown,-109.66667,49.75
Leptown,-97.1375,49.8997
Leptown,-107.97861,41.67306
Leptown,-91.987,43.2534
Leptown,-111.8333,41.6667
Leptown,-112.6367,45.2164
Leptown,-104.05188,48.8703
Leptown,-111.88333,50.58333
Leptown,-110.56107,45.66243
Leptown,-110.3836,41.3167
Leptown,-109.42075,42.11056
Leptown,-104.31861,41.54361
Leptown,-100.5867,48.3153
Leptown,-113.60733,60.11501
Leptown,-105.13684,40.63038
Leptown,-110.69835,44.97754
Leptown,-94.7518,39.87059
Leptown,-94.86692,40.34999
Leptown,-114.31733,43.5525
Leptown,-104.74591,38.33501
Leptown,-113.41869,37.11499
Leptown,-108.28775,39.36977
Leptown,-105.50055,37.20496
Leptown,-105.87299,37.65089
Leptown,-107.58479,38.64499
Leptown,-102.22325,40.07582
Leptown,-108.3748,38.15999
Leptown,-105.94865,38.2486
Leptown,-112.39499,47.49586
Leptown,-96.10414,44.17726
Leptown,-103.75203,48.10435
Leptown,-113.96366,46.85257
Leptown,-108.54188,46.44818
Leptown,-105.76251,47.29791
Leptown,-108.95864,47.30471
Leptown,-110.11432,42.53828
Leptown,-114.51865,42.72407
Leptown,-106.03312,42.557
Leptown,-96.19322,45.01138
Leptown,-115.1595,42.0713
